,adult,budget,genres,id,imdb_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count
9195,FALSE,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",20375,tt0330802,fi,0.366841,"[{'name': 'Kinoproduction Oy', 'id': 3761}]",1/31/2003,0.0,128.0,Released,Raid,5.9,10.0
9204,FALSE,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}]",20391,tt0064782,en,10.648872,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Alan Jay Lerner Productions', 'id': 12049}]",10/15/1969,31678778.0,158.0,Released,Paint Your Wagon,6.3,65.0
9210,FALSE,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20411,tt0783598,en,8.628157,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Millennium Films', 'id': 10254}]",1/19/2007,0.0,101.0,Released,Until Death,4.9,47.0
9215,FALSE,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",20421,tt0102802,en,3.602031,"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Sullivan Bluth Studios', 'id': 6422}, {'name': 'The Samuel Goldwyn Company', 'id': 8888}]",8/2/1991,11657385.0,77.0,Released,Rock-A-Doodle,5.3,46.0
9229,FALSE,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20449,tt1194607,ru,1.716775,"[{'name': 'Magnum', 'id': 8608}]",11/13/2008,0.0,145.0,Released,The Ghost,5.9,7.0
9230,FALSE,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20453,tt1187043,hi,7.675621,"[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]",12/23/2009,70000000.0,170.0,Released,3 Idiots,7.8,850.0
9232,FALSE,5500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",20455,tt0259974,en,5.300501,"[{'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei', 'id': 5822}]",3/17/2000,0.0,82.0,Released,Digimon: The Movie,6.2,76.0
9235,FALSE,1000000,"[{'id': 27, 'name': 'Horror'}]",20465,tt0092576,en,2.776386,"[{'name': 'Filmirage', 'id': 6082}, {'name': 'DMV Distribuzione', 'id': 12740}]",2/8/1987,0.0,90.0,Released,StageFright: Aquarius,6.3,39.0
9241,FALSE,11000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",20481,tt0100260,en,6.372135,"[{'name': 'Seraphim Films', 'id': 3557}, {'name': 'Morgan Creek Productions', 'id': 10210}]",2/16/1990,8862354.0,102.0,Released,Nightbreed,6.4,106.0
9243,FALSE,18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",20483,tt0337917,en,5.226389,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Mad Chance', 'id': 1757}, {'name': 'Nimbus Film Productions', 'id': 11672}, {'name': 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'id': 19352}, {'name': 'Splendid Productions', 'id': 23790}]",2/6/2004,16702864.0,92.0,Released,Catch That Kid,5.0,78.0
9244,FALSE,20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",20493,tt0490170,hi,0.304988,"[{'name': 'Baweja Movies', 'id': 3786}]",7/4/2008,5000000.0,171.0,Released,Love Story 2050,3.6,8.0
9248,FALSE,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",20499,tt0432267,en,4.421468,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'North by Northwest Entertainment', 'id': 1804}, {'name': 'Millennium Films', 'id': 10254}]",11/21/2005,0.0,92.0,Released,The Cutter,4.1,14.0
9250,FALSE,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",20504,tt1037705,en,14.39853,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Silver Pictures', 'id': 1885}]",1/14/2010,157107755.0,118.0,Released,The Book of Eli,6.6,2207.0
9258,FALSE,170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",20526,tt1104001,en,21.259,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Prana Studios', 'id': 18713}, {'name': 'Sean Bailey Productions', 'id': 23791}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]",12/10/2010,400062763.0,125.0,Released,TRON: Legacy,6.3,2895.0
9265,FALSE,47000000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",20533,tt1075747,en,9.482806,"[{'name': 'Warner Bros.', 'id': 6194}]",6/18/2010,10539000.0,80.0,Released,Jonah Hex,4.5,427.0
9269,FALSE,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",20539,tt0115988,en,9.412825,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",11/27/1996,0.0,124.0,Released,The Crucible,6.7,134.0
9270,FALSE,500000,"[{'id': 18, 'name': 'Drama'}]",20540,tt0059575,en,2.58471,"[{'name': 'Allied Artists', 'id': 517}, {'name': 'American International Pictures (AIP)', 'id': 9266}, {'name': 'Landau Company', 'id': 25909}, {'name': 'The Pawnbroker Co.', 'id': 93659}]",4/20/1965,0.0,116.0,Released,The Pawnbroker,7.3,31.0
9271,FALSE,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",20542,tt0361500,en,2.915814,"[{'name': 'Fathom Studios', 'id': 3796}, {'name': 'Electric Eye Entertainment Corporation', 'id': 11623}]",12/12/2008,0.0,94.0,Released,Delgo,5.4,15.0
9290,FALSE,2700000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",20605,tt0821470,ko,8.907871,"[{'name': 'Weyunaegang Productions', 'id': 3808}, {'name': 'CJ Entertainment', 'id': 7036}]",5/25/2006,0.0,92.0,Released,The City of Violence,6.4,38.0
9293,FALSE,8500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20616,tt0283026,en,8.421411,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Greenestreet Films', 'id': 2150}, {'name': 'Cobalt Media Group', 'id': 18619}, {'name': 'Furthur Films', 'id': 33433}, {'name': 'Forrest Films', 'id': 89630}]",9/6/2002,34411240.0,84.0,Released,Swimfan,5.0,71.0
9302,FALSE,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20637,tt0194218,en,7.554807,[],12/1/2000,779137.0,88.0,Released,Panic,6.8,27.0
9305,FALSE,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20640,tt0035567,en,2.83303,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1/19/1942,0.0,114.0,Released,Woman of the Year,6.9,31.0
9313,FALSE,25000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20649,tt0112688,en,4.558992,"[{'name': 'Universal Pictures', 'id': 33}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]",9/15/1995,13071518.0,128.0,Released,Clockers,6.8,69.0
9315,FALSE,6250000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",20651,tt0437407,en,1.361436,[],6/10/2005,0.0,131.0,Released,Parineeta,6.6,11.0
9318,FALSE,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",20662,tt0955308,en,10.56812,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}]",5/12/2010,310669540.0,140.0,Released,Robin Hood,6.2,1434.0
9320,FALSE,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",20668,tt0339642,en,1.571192,[],9/25/2005,0.0,100.0,Released,Daltry Calhoun,5.4,8.0
9327,FALSE,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",20682,tt0194368,en,2.241861,"[{'name': 'Bel Air Entertainment', 'id': 788}]",9/22/2000,0.0,96.0,Released,Chain of Fools,5.9,24.0
9330,FALSE,9000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20688,tt1274295,hi,2.089842,[],8/14/2009,18130000.0,135.0,Released,Kaminey,7.2,26.0
9335,FALSE,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20697,tt0217756,en,3.69298,"[{'name': 'Bel Air Entertainment', 'id': 788}, {'name': 'Warner Bros.', 'id': 6194}]",4/7/2000,12372410.0,107.0,Released,Ready to Rumble,4.7,51.0
9337,FALSE,3500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",20701,tt0100740,en,5.732016,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Laurel Productions', 'id': 10697}, {'name': 'Darkside Movie', 'id': 14555}]",5/3/1990,16324573.0,93.0,Released,Tales from the Darkside: The Movie,5.8,92.0
9340,FALSE,16000000,"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",20713,tt0097334,en,1.629224,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Cine Location Services', 'id': 6133}, {'name': 'David Hannay Productions', 'id': 6135}, {'name': 'Film Plan Financing Number 1', 'id': 6136}, {'name': 'Ruddy Morgan Productions', 'id': 6137}, {'name': 'Southeast Asia Film Location Services Sdn. Bhd.', 'id': 6138}]",3/3/1989,2420917.0,117.0,Released,Farewell to the King,5.9,23.0
9341,FALSE,4000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20714,tt0488478,ru,6.975759,"[{'name': 'Mosfilm', 'id': 5120}, {'name': 'venezia 64', 'id': 5847}]",6/6/2007,7537453.0,159.0,Released,12,6.6,54.0
9352,FALSE,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",20737,tt0118570,en,9.407128,"[{'name': 'Walt Disney Pictures', 'id': 2}]",8/1/1997,23144499.0,98.0,Released,Air Bud,5.3,108.0
9353,FALSE,11000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",20742,tt0811066,hi,1.3666,"[{'name': 'White Feather Films', 'id': 3839}]",5/25/2007,12000000.0,150.0,Released,Shootout at Lokhandwala,6.0,15.0
9359,FALSE,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20761,tt0196857,en,4.347609,"[{'name': 'Touchstone Pictures', 'id': 9195}]",12/25/1999,8434146.0,124.0,Released,Play It to the Bone,5.7,53.0
9361,FALSE,35000000,"[{'id': 18, 'name': 'Drama'}]",20763,tt0105211,en,5.618237,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Stonebridge Entertainment', 'id': 5738}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}]",2/21/1992,4651977.0,114.0,Released,Radio Flyer,6.6,54.0
9362,FALSE,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",20764,tt0804529,en,3.750365,"[{'name': 'Likely Story', 'id': 1785}]",12/10/2008,107559.0,90.0,Released,Sleep Dealer,6.0,41.0
9363,FALSE,32000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",20766,tt0898367,en,14.958098,"[{'name': '2929 Productions', 'id': 846}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Chockstone Pictures', 'id': 13649}]",11/25/2009,27635305.0,111.0,Released,The Road,6.8,1113.0
9365,FALSE,1200000,"[{'id': 35, 'name': 'Comedy'}]",20770,tt0179116,en,4.928139,"[{'name': 'Ignite Entertainment', 'id': 4131}]",9/12/1999,2600000.0,85.0,Released,But I'm a Cheerleader,6.5,101.0
9375,FALSE,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",20794,tt0234354,en,3.916221,"[{'name': 'Numb Gums Production Inc.', 'id': 3840}]",11/23/2001,2025238.0,95.0,Released,Novocaine,6.0,44.0
9383,FALSE,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20829,tt1201167,en,9.900376,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Madison 23', 'id': 11708}]",7/31/2009,61458982.0,146.0,Released,Funny People,5.6,398.0
9386,FALSE,70000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",20842,tt0068370,en,1.796065,"[{'name': 'Geneni Film Distributors', 'id': 3850}]",2/28/1973,0.0,87.0,Released,Children Shouldn't Play with Dead Things,5.3,28.0
9393,FALSE,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",20856,tt0775552,en,11.618472,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'New Upstairs Productions', 'id': 3855}, {'name': 'Upstairs Canada Productions', 'id': 3856}]",7/31/2009,57881056.0,86.0,Released,Aliens in the Attic,5.3,254.0
9394,FALSE,32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20857,tt0180734,en,7.674549,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'GHS Productions KG', 'id': 3858}, {'name': 'Munich Film Partners & Company (MFP) GHS Productions', 'id': 3859}, {'name': 'Nides/McCormick Productions', 'id': 3860}]",9/14/2001,40222729.0,106.0,Released,Hardball,6.3,126.0
9395,FALSE,18000000,"[{'id': 80, 'name': 'Crime'}]",20858,tt0090568,en,9.328747,"[{'name': 'Producers Sales Organization (PSO)', 'id': 11670}]",4/25/1986,0.0,115.0,Released,8 Million Ways to Die,5.6,23.0
9416,FALSE,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",20893,tt1053918,en,0.819109,"[{'name': 'Desert Moon Pictures', 'id': 3881}, {'name': 'Indiesyndicate Productions', 'id': 3882}, {'name': 'JBA Productions', 'id': 3883}]",8/4/2009,0.0,114.0,Released,Shadowheart,5.2,3.0
9421,FALSE,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20912,tt0384533,en,5.126696,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}]",7/30/2004,365134.0,138.0,Released,She Hate Me,5.1,29.0
9433,FALSE,38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20943,tt1142988,en,8.450799,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Relativity Media', 'id': 7295}]",7/24/2009,205298907.0,96.0,Released,The Ugly Truth,6.4,1005.0
9440,FALSE,1900000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",20968,tt0432047,hi,2.004745,"[{'name': 'Sahara One Entertainment', 'id': 3652}]",7/1/2005,5900000.0,123.0,Released,Sarkar,6.9,17.0
9446,FALSE,50000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",20981,tt0478988,en,3.324295,"[{'name': 'HPLHS', 'id': 17827}]",1/1/2005,0.0,47.0,Released,The Call of Cthulhu,6.9,41.0
9451,FALSE,1500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20993,tt0238883,ru,2.131384,[],1/1/2000,0.0,122.0,Released,Brother 2,7.2,39.0
9459,FALSE,1000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",21026,tt0810089,sr,0.484569,"[{'name': 'Emote Productions', 'id': 4026}]",3/27/2009,0.0,82.0,Released,The Belgrade Phantom,5.5,5.0
9465,FALSE,1500000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",21033,tt1170391,en,2.713961,"[{'name': 'Kojo Pictures', 'id': 988}]",4/27/2009,56000.0,97.0,Released,Beautiful,4.6,17.0
9471,FALSE,4667404,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",21041,tt0313724,sv,1.7972,"[{'name': 'Sonet Film', 'id': 1929}, {'name': 'Blind Spot Pictures Oy', 'id': 7330}, {'name': 'Film Väst', 'id': 74636}]",10/15/2003,0.0,115.0,Released,The Third Wave,6.2,12.0
9475,FALSE,7500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",21052,tt0304328,en,2.400607,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'StudioCanal', 'id': 694}, {'name': 'FilmColony', 'id': 1811}, {'name': 'Echo Lake Entertainment', 'id': 22308}]",3/16/2003,209151.0,100.0,Released,Levity,5.9,26.0
9487,FALSE,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",21115,tt0416499,ko,2.145287,[],8/12/2004,0.0,120.0,Released,Fighter In The Wind,6.7,25.0
9494,FALSE,100000,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",21137,tt0082252,en,1.54682,"[{'name': 'Spheeris Films Inc.', 'id': 64233}]",7/1/1981,0.0,100.0,Released,The Decline of Western Civilization,7.5,27.0
9498,FALSE,750000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",21143,tt0055894,en,7.351703,"[{'name': 'Allied Artists Pictures', 'id': 4928}, {'name': 'Security Pictures Ltd.', 'id': 14308}]",7/1/1962,0.0,94.0,Released,The Day of the Triffids,6.1,55.0
9507,FALSE,2000000,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",21173,tt0853096,en,4.028906,[],10/27/2006,167000.0,97.0,Released,Death of a President,5.7,18.0
9508,FALSE,483719,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",21175,tt0323013,hi,1.608795,"[{'name': 'Excel Entertainment', 'id': 2934}]",6/18/2004,0.0,186.0,Released,Lakshya,6.7,29.0
9514,FALSE,1884000,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",21185,tt0096378,en,7.368928,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Columbia Pictures Corporation', 'id': 441}]",8/5/1988,1883811.0,99.0,Released,Vibes,6.0,10.0
9522,FALSE,20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",21208,tt1148204,en,8.730934,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Studio Babelsberg StudioBabelsberg Motion Pictures', 'id': 4252}, {'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'Studio Canal', 'id': 5870}]",7/24/2009,41596251.0,123.0,Released,Orphan,6.7,1296.0
9523,FALSE,5200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21210,tt0164538,hi,1.891138,"[{'name': 'Varma Corporation', 'id': 19230}, {'name': 'India Talkies', 'id': 69701}]",8/22/1998,13000000.0,163.0,Released,Dil Se..,6.7,29.0
9525,FALSE,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",21219,tt0102460,en,12.511561,"[{'name': 'Universal Pictures', 'id': 33}]",7/26/1991,20246790.0,104.0,Released,Mobsters,5.7,34.0
9530,FALSE,780000,"[{'id': 28, 'name': 'Action'}]",21241,tt0074279,en,2.096666,"[{'name': 'New World Pictures', 'id': 1950}, {'name': 'Harbor Productions', 'id': 3302}, {'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Cross Country', 'id': 11580}]",7/6/1976,1500000.0,93.0,Released,Cannonball,5.7,20.0
9532,FALSE,1353676,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21244,tt0233509,fi,0.341369,"[{'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Blind Spot Pictures Oy', 'id': 7330}]",1/1/2001,0.0,93.0,Released,Cyclomania,6.5,5.0
9537,FALSE,9000000,"[{'id': 18, 'name': 'Drama'}]",21252,tt0119792,en,3.035339,"[{'name': 'SE8 Group', 'id': 5507}]",5/8/1997,0.0,128.0,Released,Nil by Mouth,7.1,35.0
9540,FALSE,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",21259,tt0086429,en,8.923953,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'American Playhouse', 'id': 3906}, {'name': 'Entertainment Events', 'id': 56520}]",11/4/1983,2044892.0,90.0,Released,Testament,6.3,29.0
9545,FALSE,19000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",21291,tt0097142,en,2.727017,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",10/27/1989,19738015.0,117.0,Released,Dad,5.6,20.0
9547,FALSE,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",21294,tt0082005,en,1.701134,[],12/11/1981,6892098.0,112.0,Released,The Amateur,5.0,1.0
9548,FALSE,27000000,"[{'id': 35, 'name': 'Comedy'}]",21295,tt0373908,en,4.57478,"[{'name': 'Paramount Pictures', 'id': 4}]",6/10/2005,0.0,90.0,Released,The Honeymooners,4.1,21.0
9550,FALSE,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",21297,tt1324059,hi,1.710257,[],10/2/2009,11000000.0,138.0,Released,Wake Up Sid,6.8,32.0
9552,FALSE,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",21301,tt0337579,en,8.353739,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1/20/2004,65070412.0,106.0,Released,Barbershop 2:  Back in Business,5.7,77.0
9553,FALSE,19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",21309,tt0091860,en,4.482439,"[{'name': 'Hemdale Film', 'id': 3952}, {'name': 'Island', 'id': 3953}]",8/27/1986,0.0,99.0,Released,River's Edge,6.7,59.0
9554,FALSE,34000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",21311,tt0167203,en,2.767134,"[{'name': 'Columbia Pictures', 'id': 5}]",5/5/2000,0.0,114.0,Released,I Dreamed of Africa,5.3,18.0
9560,FALSE,180000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",21334,tt0118849,fa,7.523517,"[{'name': 'The Institute for the Intellectual Development of Children & Young Adults', 'id': 11460}]",8/1/1997,900000.0,89.0,Released,Children of Heaven,7.8,113.0
9566,FALSE,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",21345,tt1124052,zh,7.216103,"[{'name': 'Media Asia Films', 'id': 5552}, {'name': 'China Film Group Corporation (CFGC)', 'id': 14714}, {'name': 'Stellar Megamedia', 'id': 26240}, {'name': 'Jiangsu Broadcasting System', 'id': 26241}, {'name': 'Chuan Production Film Studio', 'id': 26242}]",4/22/2009,10652498.0,132.0,Released,City of Life and Death,7.6,55.0
9568,FALSE,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21349,tt0149691,en,12.593734,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox 2000 Pictures', 'id': 711}]",11/12/1999,18653615.0,114.0,Released,Anywhere But Here,5.9,67.0
9570,FALSE,57000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",21355,tt0149624,en,7.345133,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Miramax Films', 'id': 14}]",12/11/2000,0.0,117.0,Released,All the Pretty Horses,5.8,61.0
9571,FALSE,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",21356,tt0086203,en,2.066433,"[{'name': 'Nelvana Limited', 'id': 1023}, {'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",4/15/1983,0.0,77.0,Released,Rock & Rule,6.3,27.0
